time	session	index	type_	stimulus	class_	response	correct	rt	reward	punish	data_file
2018-05-11 11:43:21.543028	1	0	normal	/home/bird/opdat/B1041/stimuli/MF_1_16.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-11 11:57:38.291252	1	1	normal	/home/bird/opdat/B1041/stimuli/S2_1024_14.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-11 12:01:44.169591	1	2	normal	/home/bird/opdat/B1041/stimuli/F2_1024_1.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-11 12:08:39.600018	1	3	normal	/home/bird/opdat/B1041/stimuli/O1_1_1.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-11 12:43:21.818896	1	4	normal	/home/bird/opdat/B1041/stimuli/MF_1024_7.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-11 13:53:15.285845	1	5	normal	/home/bird/opdat/B1041/stimuli/L1_1_13.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-12 10:19:34.891365	1	7	normal	/home/bird/opdat/B1041/stimuli/OM_1024_19.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-13 09:11:34.352409	1	9	normal	/home/bird/opdat/B1041/stimuli/L1_1024_3.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-13 12:02:06.646041	1	10	normal	/home/bird/opdat/B1041/stimuli/OM_1024_4.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-14 17:58:00.696631	1	12	normal	/home/bird/opdat/B1041/stimuli/O2_1_20.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-18 10:03:37.253110	1	17	normal	/home/bird/opdat/B1041/stimuli/F1_1024_8.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-24 09:32:47.111783	1	24	normal	/home/bird/opdat/B1041/stimuli/L1_1024_20.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-25 14:27:40.456313	1	26	normal	/home/bird/opdat/B1041/stimuli/O1_1_20.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-25 14:27:58.763685	1	27	normal	/home/bird/opdat/B1041/stimuli/OF_1024_12.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-28 11:41:55.950996	1	31	normal	/home/bird/opdat/B1041/stimuli/OM_1_8.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-29 10:24:39.854780	1	33	normal	/home/bird/opdat/B1041/stimuli/O1_1024_11.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-29 16:44:23.871144	1	34	normal	/home/bird/opdat/B1041/stimuli/F2_1_2.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-30 09:20:57.648527	1	36	normal	/home/bird/opdat/B1041/stimuli/MF_1024_3.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-30 09:37:45.456874	1	37	normal	/home/bird/opdat/B1041/stimuli/F1_1_20.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-30 12:28:09.929133	1	38	normal	/home/bird/opdat/B1041/stimuli/O2_1_12.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-30 21:49:35.212359	1	39	normal	/home/bird/opdat/B1041/stimuli/O2_1024_19.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 09:40:42.770450	1	41	normal	/home/bird/opdat/B1041/stimuli/L2_1_5.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 09:46:04.231468	1	42	normal	/home/bird/opdat/B1041/stimuli/L2_1024_5.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:01:47.217130	1	43	normal	/home/bird/opdat/B1041/stimuli/MF_1024_14.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:13:50.937785	1	44	normal	/home/bird/opdat/B1041/stimuli/HM_1024_17.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:18:06.782177	1	45	normal	/home/bird/opdat/B1041/stimuli/O1_1024_6.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:22:11.660687	1	46	normal	/home/bird/opdat/B1041/stimuli/F2_1_18.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:44:38.741688	1	47	normal	/home/bird/opdat/B1041/stimuli/L1_1_15.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:47:08.544919	1	48	normal	/home/bird/opdat/B1041/stimuli/F2_1024_4.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:49:18.367473	1	49	normal	/home/bird/opdat/B1041/stimuli/O1_1_9.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:50:18.503257	1	50	normal	/home/bird/opdat/B1041/stimuli/F1_1_19.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 10:52:08.861294	1	51	normal	/home/bird/opdat/B1041/stimuli/MF_1024_4.wav	L	L	True	0.045866000000000004	True	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 11:25:05.107663	1	52	normal	/home/bird/opdat/B1041/stimuli/L1_1_16.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 11:26:53.612121	1	53	normal	/home/bird/opdat/B1041/stimuli/OF_1024_17.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 11:28:29.935517	1	54	normal	/home/bird/opdat/B1041/stimuli/O1_1024_17.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 11:31:39.563644	1	55	normal	/home/bird/opdat/B1041/stimuli/F2_1024_15.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 12:26:04.760180	1	56	normal	/home/bird/opdat/B1041/stimuli/O1_1024_6.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 12:56:40.817337	1	57	normal	/home/bird/opdat/B1041/stimuli/O2_1024_8.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 13:45:25.525380	1	58	normal	/home/bird/opdat/B1041/stimuli/O2_1_14.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 20:12:33.323839	1	59	normal	/home/bird/opdat/B1041/stimuli/F2_1024_2.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 20:31:10.414296	1	60	normal	/home/bird/opdat/B1041/stimuli/F2_1_12.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 20:33:01.528915	1	61	normal	/home/bird/opdat/B1041/stimuli/S2_1024_1.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 20:43:19.989554	1	62	normal	/home/bird/opdat/B1041/stimuli/OF_1_13.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 21:13:41.967862	1	63	normal	/home/bird/opdat/B1041/stimuli/HM_1024_20.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-05-31 21:17:05.392375	1	64	normal	/home/bird/opdat/B1041/stimuli/HM_1024_9.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180511114230.csv
2018-06-01 14:12:00.612138	1	0	normal	/home/bird/opdat/B1041/stimuli/S2_1024_17.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-01 17:05:26.150138	1	1	normal	/home/bird/opdat/B1041/stimuli/S1_1024_16.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 09:32:38.448312	1	3	normal	/home/bird/opdat/B1041/stimuli/MF_1024_3.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 09:38:29.330314	1	4	normal	/home/bird/opdat/B1041/stimuli/OM_1024_13.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 09:48:26.777792	1	5	normal	/home/bird/opdat/B1041/stimuli/L2_1_6.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 09:51:58.254693	1	6	normal	/home/bird/opdat/B1041/stimuli/OM_1024_20.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 10:08:21.408420	1	7	normal	/home/bird/opdat/B1041/stimuli/F2_1024_4.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 10:35:48.841724	1	8	normal	/home/bird/opdat/B1041/stimuli/OF_1_5.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 10:43:24.938784	1	9	normal	/home/bird/opdat/B1041/stimuli/O2_1024_1.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 11:02:59.888164	1	10	normal	/home/bird/opdat/B1041/stimuli/L1_1_15.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 11:08:02.963774	1	11	normal	/home/bird/opdat/B1041/stimuli/OF_1_13.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 11:14:53.633815	1	12	normal	/home/bird/opdat/B1041/stimuli/MF_1024_18.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 11:23:17.252237	1	13	normal	/home/bird/opdat/B1041/stimuli/HM_1_3.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 12:17:34.294195	1	14	normal	/home/bird/opdat/B1041/stimuli/O2_1_19.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 12:59:44.379065	1	15	normal	/home/bird/opdat/B1041/stimuli/OF_1024_13.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-02 21:40:34.243065	1	16	normal	/home/bird/opdat/B1041/stimuli/F2_1_20.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-03 09:57:06.773094	1	18	normal	/home/bird/opdat/B1041/stimuli/OF_1_17.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-03 10:09:08.303728	1	19	normal	/home/bird/opdat/B1041/stimuli/F1_1_16.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-03 10:33:20.319560	1	20	normal	/home/bird/opdat/B1041/stimuli/O2_1024_3.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-03 12:08:12.103905	1	21	normal	/home/bird/opdat/B1041/stimuli/F1_1024_6.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-03 20:37:57.280570	1	22	normal	/home/bird/opdat/B1041/stimuli/O2_1_11.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 09:47:37.938214	1	24	normal	/home/bird/opdat/B1041/stimuli/OM_1_1.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 09:58:23.396014	1	25	normal	/home/bird/opdat/B1041/stimuli/O1_1_5.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 10:12:04.764890	1	26	normal	/home/bird/opdat/B1041/stimuli/OM_1024_14.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 10:36:15.622960	1	27	normal	/home/bird/opdat/B1041/stimuli/MF_1_16.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 10:49:53.733303	1	28	normal	/home/bird/opdat/B1041/stimuli/L1_1024_13.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 10:59:14.669516	1	29	normal	/home/bird/opdat/B1041/stimuli/O2_1024_10.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 11:12:45.887391	1	30	normal	/home/bird/opdat/B1041/stimuli/S2_1024_20.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 11:14:13.893294	1	31	normal	/home/bird/opdat/B1041/stimuli/S1_1024_14.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 11:41:26.803204	1	32	normal	/home/bird/opdat/B1041/stimuli/F1_1024_16.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 12:15:37.134420	1	33	normal	/home/bird/opdat/B1041/stimuli/MF_1024_14.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 12:22:59.970858	1	34	normal	/home/bird/opdat/B1041/stimuli/O2_1024_14.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 12:31:48.739360	1	35	normal	/home/bird/opdat/B1041/stimuli/O1_1024_9.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 20:48:53.191720	1	36	normal	/home/bird/opdat/B1041/stimuli/MF_1024_15.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-04 21:13:27.867819	1	37	normal	/home/bird/opdat/B1041/stimuli/F1_1024_12.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 09:39:14.639338	1	39	normal	/home/bird/opdat/B1041/stimuli/S2_1024_5.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 09:56:46.947368	1	40	normal	/home/bird/opdat/B1041/stimuli/F2_1024_4.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 10:21:43.903908	1	41	normal	/home/bird/opdat/B1041/stimuli/L2_1024_10.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 10:29:10.121780	1	42	normal	/home/bird/opdat/B1041/stimuli/MF_1024_13.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 10:29:28.162800	1	43	normal	/home/bird/opdat/B1041/stimuli/S2_1024_3.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 10:31:43.239758	1	44	normal	/home/bird/opdat/B1041/stimuli/L1_1_1.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 10:35:53.946529	1	45	normal	/home/bird/opdat/B1041/stimuli/OM_1024_14.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 10:47:13.102890	1	46	normal	/home/bird/opdat/B1041/stimuli/MF_1_11.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 10:58:52.416611	1	47	normal	/home/bird/opdat/B1041/stimuli/O1_1_2.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 11:15:39.733433	1	48	normal	/home/bird/opdat/B1041/stimuli/L2_1024_6.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 11:26:14.644061	1	49	normal	/home/bird/opdat/B1041/stimuli/O1_1_11.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-05 12:03:26.231464	1	50	normal	/home/bird/opdat/B1041/stimuli/OM_1024_15.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 09:24:37.559004	1	52	normal	/home/bird/opdat/B1041/stimuli/OM_1_11.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 09:29:46.651246	1	53	normal	/home/bird/opdat/B1041/stimuli/OF_1_10.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 09:33:45.559198	1	54	normal	/home/bird/opdat/B1041/stimuli/OF_1_18.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 09:39:29.966395	1	55	normal	/home/bird/opdat/B1041/stimuli/HM_1_5.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 10:45:41.631529	1	56	normal	/home/bird/opdat/B1041/stimuli/S2_1024_1.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 10:56:49.832040	1	57	normal	/home/bird/opdat/B1041/stimuli/MF_1024_19.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 11:08:37.942951	1	58	normal	/home/bird/opdat/B1041/stimuli/F1_1_3.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 11:20:30.694134	1	59	normal	/home/bird/opdat/B1041/stimuli/OM_1024_7.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 11:20:55.497350	1	60	normal	/home/bird/opdat/B1041/stimuli/O2_1_8.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 11:37:37.566048	1	61	normal	/home/bird/opdat/B1041/stimuli/L2_1024_2.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 11:39:34.172767	1	62	normal	/home/bird/opdat/B1041/stimuli/O1_1024_17.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 11:49:19.200313	1	63	normal	/home/bird/opdat/B1041/stimuli/O2_1_16.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 11:59:12.105269	1	64	normal	/home/bird/opdat/B1041/stimuli/MF_1024_1.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 13:07:09.180450	1	65	normal	/home/bird/opdat/B1041/stimuli/OF_1024_18.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 14:56:53.322699	1	66	normal	/home/bird/opdat/B1041/stimuli/OM_1024_1.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 20:35:06.925269	1	67	normal	/home/bird/opdat/B1041/stimuli/F1_1024_8.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 20:43:50.621316	1	68	normal	/home/bird/opdat/B1041/stimuli/O2_1_1.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 20:59:31.913720	1	69	normal	/home/bird/opdat/B1041/stimuli/OM_1024_18.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 21:21:09.699978	1	70	normal	/home/bird/opdat/B1041/stimuli/S1_1024_13.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-06 21:37:53.929332	1	71	normal	/home/bird/opdat/B1041/stimuli/F2_1024_3.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-07 09:08:02.156975	1	73	normal	/home/bird/opdat/B1041/stimuli/O1_1024_16.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-07 09:22:16.318134	1	74	normal	/home/bird/opdat/B1041/stimuli/MF_1_6.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-07 09:33:31.374540	1	75	normal	/home/bird/opdat/B1041/stimuli/L1_1_1.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-07 09:37:03.219653	1	76	normal	/home/bird/opdat/B1041/stimuli/OM_1_8.wav	R	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-07 10:00:13.403990	1	77	normal	/home/bird/opdat/B1041/stimuli/F1_1_9.wav	L	L	True	1.979918	True	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
2018-06-07 12:39:03.631881	1	78	normal	/home/bird/opdat/B1041/stimuli/HM_1_8.wav	L	none			False	False	/Users/annie1/Downloads/behav-analysis-python3_tim/Sample Behave Data/B1041/B1041_trialdata_20180601132324.csv
